layer_name,input,kv_cache,tp_size,latency(ns)
embedding,1,0,4,1
input_layernorm,1,0,4,1
q_proj,1,0,4,1
k_proj,1,0,4,1
v_proj,1,0,4,1
rope,1,0,4,1
attn,1,0,4,1
o_proj,1,0,4,1
post_layernorm,1,0,4,1
gate_proj,1,0,4,409675
up_proj,1,0,4,1
act_fn,1,0,4,1
down_proj,1,0,4,1
final_layernorm,1,0,4,9377
lm_head,1,0,4,795023
embedding,2,0,4,1
input_layernorm,2,0,4,1
q_proj,2,0,4,1
k_proj,2,0,4,1
v_proj,2,0,4,1
rope,2,0,4,1
attn,2,0,4,1
o_proj,2,0,4,1
post_layernorm,2,0,4,1
gate_proj,2,0,4,412078
up_proj,2,0,4,1
act_fn,2,0,4,1
down_proj,2,0,4,1
final_layernorm,2,0,4,9377
lm_head,2,0,4,795023
embedding,3,0,4,1
input_layernorm,3,0,4,1
q_proj,3,0,4,1
k_proj,3,0,4,1
v_proj,3,0,4,1
rope,3,0,4,1
attn,3,0,4,1
o_proj,3,0,4,1
post_layernorm,3,0,4,1
gate_proj,3,0,4,414482
up_proj,3,0,4,1
act_fn,3,0,4,1
down_proj,3,0,4,1
final_layernorm,3,0,4,9377
lm_head,3,0,4,795023
embedding,4,0,4,1
input_layernorm,4,0,4,1
q_proj,4,0,4,1
k_proj,4,0,4,1
v_proj,4,0,4,1
rope,4,0,4,1
attn,4,0,4,1
o_proj,4,0,4,1
post_layernorm,4,0,4,1
gate_proj,4,0,4,416885
up_proj,4,0,4,1
act_fn,4,0,4,1
down_proj,4,0,4,1
final_layernorm,4,0,4,9377
lm_head,4,0,4,795023
embedding,5,0,4,1
input_layernorm,5,0,4,1
q_proj,5,0,4,1
k_proj,5,0,4,1
v_proj,5,0,4,1
rope,5,0,4,1
attn,5,0,4,1
o_proj,5,0,4,1
post_layernorm,5,0,4,1
gate_proj,5,0,4,419288
up_proj,5,0,4,1
act_fn,5,0,4,1
down_proj,5,0,4,1
final_layernorm,5,0,4,9377
lm_head,5,0,4,795023
embedding,6,0,4,1
input_layernorm,6,0,4,1
q_proj,6,0,4,1
k_proj,6,0,4,1
v_proj,6,0,4,1
